Importing plotly failed. Interactive plots will not work.
[PIPE] Frecuencia efectiva para el modelado: MS

[DEBUG-ZEROS] ---- Diagnóstico por combinación (post-resample) ----
  • 7.50E+12 | default | DISTRIBUIDORES -> n=39, %ceros=100.00%, pasa_filtro=False
  0%|          | 0/2 [00:00<?, ?it/s]  0%|          | 0/2 [00:00<?, ?it/s]
[PIPE] Rendimiento QUESO PANELA LIGHT 400 GR-default-E-COMMERCE:
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:42:18,303] A new study created in memory with name: no-name-18852c33-9dbc-4a3d-8d61-fe0addabe2c1
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.86it/s]100%|██████████| 2/2 [00:00<00:00,  4.45it/s]100%|██████████| 2/2 [00:00<00:00,  4.50it/s]
[I 2025-09-24 00:42:19,103] Trial 0 finished with value: 61.43046840146925 and parameters: {'changepoint_prior_scale': 0.00332177109926215, 'seasonality_prior_scale': 0.8785733858593132, 'n_changepoints': 49}. Best is trial 0 with value: 61.43046840146925.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.40it/s]100%|██████████| 2/2 [00:00<00:00,  3.91it/s]100%|██████████| 2/2 [00:00<00:00,  3.98it/s]
[I 2025-09-24 00:42:19,942] Trial 1 finished with value: 60.501927051983394 and parameters: {'changepoint_prior_scale': 0.020842029357438185, 'seasonality_prior_scale': 0.18757965288246792, 'n_changepoints': 39}. Best is trial 1 with value: 60.501927051983394.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.58it/s]100%|██████████| 2/2 [00:00<00:00,  3.10it/s]100%|██████████| 2/2 [00:00<00:00,  3.16it/s]
[I 2025-09-24 00:42:21,128] Trial 2 finished with value: 61.96175333307068 and parameters: {'changepoint_prior_scale': 0.06626799895838084, 'seasonality_prior_scale': 0.9435222757664526, 'n_changepoints': 31}. Best is trial 1 with value: 60.501927051983394.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.47it/s]100%|██████████| 2/2 [00:00<00:00,  3.98it/s]100%|██████████| 2/2 [00:00<00:00,  4.04it/s]
[PIPE] Rendimiento QUESO PANELA LIGHT 400 GR-default-MAYOREO:
  horizon         mse       rmse        mae     mdape     smape  coverage
0 24 days  458.954222  21.423217  21.423217       inf  2.000000       0.0
1 27 days   22.590760   4.752974   4.752974  0.713231  1.108562       0.0
2 55 days    0.002580   0.050790   0.050790       inf  2.000000       1.0
3 58 days  275.043738  16.584443  16.584443  1.244331  2.000000       0.0
4 84 days   85.404385   9.241449   9.241449       inf  2.000000       0.0
          ds       yhat  yhat_lower  yhat_upper      y     cutoff
0 2024-01-01  21.423217   19.426640   23.318928  0.000 2023-12-08
1 2024-02-01  -0.050790   -1.855598    1.885651  0.000 2023-12-08
2 2024-03-01   9.241449    7.352438   11.184476  0.000 2023-12-08
3 2024-04-01  12.115849   10.304125   13.962560  6.664 2023-12-08
4 2024-05-01  16.213989   14.365594   17.969555  0.000 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:42:22,026] A new study created in memory with name: no-name-38b88e2f-931c-410c-917d-dff2a81e413f
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:22<00:22, 22.40s/it]100%|██████████| 2/2 [00:51<00:00, 26.37s/it]100%|██████████| 2/2 [00:51<00:00, 25.77s/it]
[I 2025-09-24 00:43:25,603] Trial 0 finished with value: 5599.530065469964 and parameters: {'changepoint_prior_scale': 0.0933714750566173, 'seasonality_prior_scale': 4.525046417425819, 'n_changepoints': 39}. Best is trial 0 with value: 5599.530065469964.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.81it/s]100%|██████████| 2/2 [00:00<00:00,  4.09it/s]100%|██████████| 2/2 [00:00<00:00,  4.18it/s]
[I 2025-09-24 00:43:26,406] Trial 1 finished with value: 865.0154788531162 and parameters: {'changepoint_prior_scale': 0.0029944886943074137, 'seasonality_prior_scale': 0.07077853354765908, 'n_changepoints': 24}. Best is trial 1 with value: 865.0154788531162.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.33it/s]100%|██████████| 2/2 [00:00<00:00,  3.70it/s]100%|██████████| 2/2 [00:00<00:00,  3.78it/s]
[I 2025-09-24 00:43:27,374] Trial 2 finished with value: 1749.5542414228917 and parameters: {'changepoint_prior_scale': 0.008438210407986589, 'seasonality_prior_scale': 0.02111575126340693, 'n_changepoints': 41}. Best is trial 1 with value: 865.0154788531162.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.20it/s]100%|██████████| 2/2 [00:00<00:00,  3.62it/s]100%|██████████| 2/2 [00:00<00:00,  3.69it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-DETALLE:
  horizon           mse         rmse  ...     mdape     smape  coverage
0 24 days  3.411458e+07  5840.768826  ...  0.485718  0.390807       0.0
1 27 days  1.510641e+06  1229.081212  ...  0.100839  0.106193       0.0
2 55 days  1.785377e+05   422.537229  ...  0.037234  0.037941       0.0
3 58 days  6.417658e+05   801.102889  ...  0.075300  0.078246       0.0
4 84 days  4.522916e+05   672.526280  ...  0.061123  0.059310       0.0

[5 rows x 8 columns]
          ds          yhat    yhat_lower    yhat_upper           y     cutoff
0 2024-01-01  17865.776826  17590.298146  18114.812243  12025.0080 2023-12-08
1 2024-02-01  10925.483571  10656.514019  11182.707161  11348.0208 2023-12-08
2 2024-03-01  11675.451080  11427.454900  11914.057798  11002.9248 2023-12-08
3 2024-04-01  11907.211585  11649.681596  12163.549868  11357.9856 2023-12-08
4 2024-05-01  12098.539002  11844.551268  12363.500178  10575.1152 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:28,343] A new study created in memory with name: no-name-34d58f9b-0e4e-403e-9ed4-1439ed58719f
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.18it/s]100%|██████████| 2/2 [00:00<00:00,  3.56it/s]100%|██████████| 2/2 [00:00<00:00,  3.64it/s]
[I 2025-09-24 00:43:29,182] Trial 0 finished with value: 462.181655179031 and parameters: {'changepoint_prior_scale': 0.021710797862541382, 'seasonality_prior_scale': 0.06935256202754418, 'n_changepoints': 16}. Best is trial 0 with value: 462.181655179031.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:04<00:04,  4.61s/it]100%|██████████| 2/2 [00:04<00:00,  2.11s/it]100%|██████████| 2/2 [00:04<00:00,  2.48s/it]
[I 2025-09-24 00:43:34,608] Trial 1 finished with value: 1233.3720708785704 and parameters: {'changepoint_prior_scale': 0.033079997524502844, 'seasonality_prior_scale': 1.1626474701784975, 'n_changepoints': 45}. Best is trial 0 with value: 462.181655179031.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.81it/s]100%|██████████| 2/2 [00:00<00:00,  4.28it/s]100%|██████████| 2/2 [00:00<00:00,  4.20it/s]
[I 2025-09-24 00:43:35,363] Trial 2 finished with value: 802.8520094312822 and parameters: {'changepoint_prior_scale': 0.004413274829688702, 'seasonality_prior_scale': 0.03181057136939705, 'n_changepoints': 10}. Best is trial 0 with value: 462.181655179031.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.50it/s]100%|██████████| 2/2 [00:00<00:00,  3.85it/s]100%|██████████| 2/2 [00:00<00:00,  3.93it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-OTROS:
  horizon           mse         rmse  ...        mdape     smape  coverage
0 24 days  1.278705e+06  1130.798579  ...          inf  2.000000       0.0
1 27 days  1.639358e+04   128.037416  ...     6.705496  1.540520       1.0
2 55 days  2.767869e+06  1663.691331  ...  1022.425843  1.996095       0.0
3 58 days  2.038406e+03    45.148714  ...          inf  2.000000       1.0
4 84 days  2.398733e+05   489.768617  ...    17.057026  1.790104       0.0

[5 rows x 7 columns]
          ds         yhat   yhat_lower   yhat_upper         y     cutoff
0 2024-01-01 -1130.798579 -1500.560151  -783.608954    0.0000 2023-12-08
1 2024-02-01  1665.318531  1333.092888  2024.263879    1.6272 2023-12-08
2 2024-03-01   518.482217   180.834814   858.629589   28.7136 2023-12-08
3 2024-04-01   613.054948   272.950983   952.332899  675.8280 2023-12-08
4 2024-05-01   509.022313   135.624880   850.513151    0.0000 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:36,211] A new study created in memory with name: no-name-b43510e7-2cc7-4766-ad58-1b8076299877
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.85it/s]100%|██████████| 2/2 [00:00<00:00,  3.83it/s]100%|██████████| 2/2 [00:00<00:00,  3.83it/s]
[I 2025-09-24 00:43:37,145] Trial 0 finished with value: 252.45354999450424 and parameters: {'changepoint_prior_scale': 0.1363415392757693, 'seasonality_prior_scale': 0.027442590877713117, 'n_changepoints': 36}. Best is trial 0 with value: 252.45354999450424.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.61it/s]100%|██████████| 2/2 [00:00<00:00,  2.25it/s]100%|██████████| 2/2 [00:00<00:00,  2.29it/s]
[I 2025-09-24 00:43:38,313] Trial 1 finished with value: 538.5818942441342 and parameters: {'changepoint_prior_scale': 0.003855106143608773, 'seasonality_prior_scale': 1.7457241283724354, 'n_changepoints': 28}. Best is trial 0 with value: 252.45354999450424.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  2.66it/s]100%|██████████| 2/2 [00:00<00:00,  3.59it/s]100%|██████████| 2/2 [00:00<00:00,  3.41it/s]
[I 2025-09-24 00:43:39,226] Trial 2 finished with value: 1701.4596278016172 and parameters: {'changepoint_prior_scale': 0.001274473627299921, 'seasonality_prior_scale': 4.649284983271426, 'n_changepoints': 11}. Best is trial 0 with value: 252.45354999450424.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  3.72it/s]100%|██████████| 2/2 [00:00<00:00,  3.57it/s]100%|██████████| 2/2 [00:00<00:00,  3.59it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-TIENDAS:
  horizon           mse         rmse          mae  mdape  smape  coverage
0 24 days  2.633357e+06  1622.762215  1622.762215    inf    2.0       0.0
1 27 days  1.135886e+04   106.577967   106.577967    inf    2.0       1.0
2 55 days  4.514250e+04   212.467654   212.467654    inf    2.0       1.0
3 58 days  1.601911e+04   126.566609   126.566609    inf    2.0       1.0
4 84 days  4.166830e+04   204.128154   204.128154    inf    2.0       1.0
          ds         yhat   yhat_lower   yhat_upper    y     cutoff
0 2024-01-01  1622.762215  1416.908572  1833.529468  0.0 2023-12-08
1 2024-02-01   212.467654    -2.015109   418.933161  0.0 2023-12-08
2 2024-03-01   204.128154    -1.708637   435.690649  0.0 2023-12-08
3 2024-04-01   265.541092    62.680121   466.202765  0.0 2023-12-08
4 2024-05-01   252.590729    37.061459   461.277326  0.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:40,265] A new study created in memory with name: no-name-9f8b9ec3-4e1a-4581-96bd-4cbc7c5cb613
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  1.57it/s]100%|██████████| 2/2 [00:00<00:00,  2.45it/s]100%|██████████| 2/2 [00:00<00:00,  2.26it/s]
[I 2025-09-24 00:43:41,489] Trial 0 finished with value: 42906.40187619689 and parameters: {'changepoint_prior_scale': 0.005272542032466289, 'seasonality_prior_scale': 5.62572497233991, 'n_changepoints': 18}. Best is trial 0 with value: 42906.40187619689.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.76it/s]100%|██████████| 2/2 [00:00<00:00,  4.41it/s]100%|██████████| 2/2 [00:00<00:00,  4.46it/s]
[I 2025-09-24 00:43:42,219] Trial 1 finished with value: 7056.201221993025 and parameters: {'changepoint_prior_scale': 0.0012257725460391498, 'seasonality_prior_scale': 0.011734267311557856, 'n_changepoints': 18}. Best is trial 1 with value: 7056.201221993025.
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:159: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  cps = trial.suggest_loguniform("changepoint_prior_scale", 0.001, 0.5)
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/forecast_model_V2.py:160: FutureWarning: suggest_loguniform has been deprecated in v3.0.0. This feature will be removed in v6.0.0. See https://github.com/optuna/optuna/releases/tag/v3.0.0. Use suggest_float(..., log=True) instead.
  sps = trial.suggest_loguniform("seasonality_prior_scale", 0.01, 10.0)
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  5.15it/s]100%|██████████| 2/2 [00:00<00:00,  5.19it/s]100%|██████████| 2/2 [00:00<00:00,  5.18it/s]
[I 2025-09-24 00:43:42,869] Trial 2 finished with value: 13443.203445126102 and parameters: {'changepoint_prior_scale': 0.0160477774782476, 'seasonality_prior_scale': 0.8465235557862345, 'n_changepoints': 5}. Best is trial 1 with value: 7056.201221993025.
  0%|          | 0/2 [00:00<?, ?it/s] 50%|█████     | 1/2 [00:00<00:00,  4.76it/s]100%|██████████| 2/2 [00:00<00:00,  4.51it/s]100%|██████████| 2/2 [00:00<00:00,  4.54it/s]
[PIPE] Rendimiento QUESO RANCHERO 200 GR-default-AUTOSERVICIOS:
  horizon           mse          rmse           mae  mdape  smape  coverage
0 24 days  7.392904e+08  27189.895317  27189.895317    inf    2.0       0.0
1 27 days  1.207479e+07   3474.880058   3474.880058    inf    2.0       1.0
2 55 days  9.484313e+07   9738.743534   9738.743534    inf    2.0       0.0
3 58 days  1.085703e+07   3295.000200   3295.000200    inf    2.0       1.0
4 84 days  8.821899e+07   9392.496710   9392.496710    inf    2.0       0.0
          ds          yhat    yhat_lower    yhat_upper    y     cutoff
0 2024-01-01  27189.895317  20447.070857  33663.361100  0.0 2023-12-08
1 2024-02-01   9738.743534   3799.220017  16671.891846  0.0 2023-12-08
2 2024-03-01   9392.496710   3173.114244  15673.170584  0.0 2023-12-08
3 2024-04-01  11215.806946   4904.460358  17808.754006  0.0 2023-12-08
4 2024-05-01   7993.073048   1162.758756  14667.968149  0.0 2023-12-08
/Users/santiago/mongo-db/data/OptiSmart/OptiSmart-Backend-/modulo_demanda/Algoritmo_Prophet/data_cleaning_V2.py:69: FutureWarning: Series.fillna with 'method' is deprecated and will raise in a future version. Use obj.ffill() or obj.bfill() instead.
  df_merge['Cantidad'] = df_merge['Cantidad'].fillna(method='ffill')
[I 2025-09-24 00:43:43,648] A new study created in memory with name: no-name-52f627b2-5946-42fa-a3f1-8d9152d03b17
